n	k	d	fom	l	m	A	B	wt	fam	C	D
462	6	17	3.7532	11	21	x^1*y^5+x^4*y^13+x^6*y^2+x^9*y^4	x^3*y^1+x^6*y^16+x^6*y^20+x^7*y^4+x^7*y^11+x^9*y^7	10	css		
364	2	26	3.7143	7	26	x^0*y^9+x^0*y^19+x^2*y^22+x^2*y^24+x^3*y^8+x^3*y^16+x^6*y^10+x^6*y^23	x^0*y^8+x^1*y^0+x^1*y^13+x^2*y^16+x^3*y^21+x^4*y^0+x^5*y^11+x^6*y^0	16	css		
44	2	9	3.6818	2	11	x^0*y^10+x^1*y^0+x^1*y^1+x^1*y^2+x^1*y^3+x^1*y^6	x^0*y^0+x^0*y^6+x^1*y^4+x^1*y^6	10	css		
490	8	15	3.6735	7	35	x^0*y^16+x^1*y^2+x^3*y^2+x^6*y^2	x^0*y^3+x^0*y^17+x^1*y^2+x^3*y^2+x^4*y^14+x^5*y^3+x^6*y^2+x^6*y^29	12	css		
28	4	5	3.5714	2	7	x^0*y^0+x^0*y^2+x^0*y^3+x^0*y^4+x^0*y^5+x^0*y^6+x^1*y^3+x^1*y^6	x^0*y^2+x^0*y^3+x^0*y^4+x^0*y^5+x^1*y^0+x^1*y^3+x^1*y^4+x^1*y^6	16	css		
68	2	11	3.5588	2	17	x^0*y^0+x^0*y^6+x^0*y^8+x^0*y^9+x^0*y^14+x^1*y^13	x^0*y^6+x^0*y^12+x^1*y^0+x^1*y^15	10	css		
858	2	39	3.5455	39	11	x^5*y^2+x^8*y^4+x^29*y^0+x^30*y^4	x^3*y^5+x^18*y^8+x^20*y^3+x^28*y^3+x^33*y^8+x^36*y^5	10	css		
870	2	39	3.4966	29	15	x^10*y^2+x^10*y^12+x^21*y^13+x^25*y^7	x^2*y^8+x^10*y^6+x^10*y^11+x^22*y^5	8	css		
780	4	26	3.4667	39	10	x^5*y^9+x^12*y^6+x^37*y^5	x^11*y^8+x^18*y^3+x^18*y^8+x^20*y^8+x^22*y^4+x^28*y^4	9	css		
836	2	38	3.4545	38	11	x^0*y^6+x^4*y^0+x^10*y^6+x^19*y^8+x^21*y^4+x^26*y^1	x^0*y^2+x^3*y^5+x^4*y^1+x^6*y^2+x^16*y^1+x^17*y^5+x^18*y^10+x^23*y^10	14	css		
448	6	16	3.4286	56	4	x^2*y^1+x^21*y^2+x^25*y^2+x^34*y^3+x^42*y^3+x^49*y^1+x^53*y^3	x^0*y^2+x^5*y^0+x^10*y^0+x^21*y^0+x^36*y^2+x^52*y^2+x^55*y^3	14	css		
680	2	34	3.4000	34	10	x^4*y^1+x^5*y^1+x^8*y^1+x^11*y^6	x^1*y^0+x^1*y^9+x^3*y^7+x^27*y^7+x^28*y^8+x^29*y^0	10	css		
814	2	37	3.3636	37	11	x^7*y^2+x^12*y^7+x^19*y^5+x^31*y^0+x^34*y^2+x^35*y^2	x^2*y^2+x^5*y^2+x^8*y^10+x^12*y^7+x^14*y^3+x^27*y^10+x^34*y^3+x^34*y^7	14	css		
12	10	2	3.3333	2	3	x^0*y^0+x^0*y^1+x^0*y^2+x^1*y^0+x^1*y^1+x^1*y^2	x^0*y^0+x^0*y^1+x^0*y^2+x^1*y^0+x^1*y^1+x^1*y^2	12	css		
952	4	28	3.2941	14	34	x^1*y^20+x^2*y^4+x^4*y^3+x^7*y^8+x^7*y^9+x^9*y^8	x^7*y^25+x^8*y^27+x^13*y^8+x^13*y^27	10	css		
792	2	36	3.2727	11	36	x^0*y^13+x^0*y^15+x^3*y^19+x^6*y^0+x^6*y^4+x^9*y^10	x^0*y^14+x^0*y^15+x^2*y^20+x^2*y^29+x^4*y^13+x^4*y^17+x^6*y^10+x^6*y^13	14	css		
416	2	26	3.2500	8	26	x^1*y^7+x^1*y^23+x^3*y^20+x^7*y^13	x^0*y^1+x^0*y^10+x^0*y^12+x^5*y^0	8	css		
50	2	9	3.2400	5	5	x^1*y^2+x^1*y^3+x^2*y^0+x^2*y^2+x^2*y^4+x^4*y^0+x^4*y^1+x^4*y^4	x^0*y^0+x^0*y^2+x^1*y^4+x^3*y^2	12	css		
40	2	8	3.2000	4	5	x^0*y^1+x^1*y^1+x^1*y^2+x^1*y^3+x^2*y^2+x^2*y^4	x^0*y^1+x^0*y^4+x^2*y^1+x^3*y^1	10	css		
20	4	4	3.2000	5	2	x^0*y^0+x^1*y^0+x^2*y^0+x^2*y^1+x^3*y^0+x^4*y^1	x^0*y^0+x^3*y^1+x^4*y^0+x^4*y^1	10	css		
456	2	27	3.1974	19	12	x^0*y^2+x^1*y^1+x^9*y^9+x^15*y^4	x^5*y^3+x^10*y^2+x^10*y^4+x^14*y^10	8	css		
440	6	15	3.0682	55	4	x^13*y^3+x^20*y^1+x^31*y^1+x^35*y^3	x^27*y^0+x^29*y^1+x^36*y^2+x^42*y^3	8	css		
42	2	8	3.0476	7	3	x^0*y^0+x^3*y^2+x^5*y^0+x^6*y^1	x^1*y^1+x^2*y^0+x^3*y^0+x^3*y^2+x^4*y^1+x^5*y^1	10	css		
972	4	27	3.0000	9	54	x^0*y^26+x^0*y^42+x^2*y^39+x^5*y^48+x^5*y^50+x^6*y^29+x^7*y^34	x^1*y^32+x^2*y^2+x^8*y^19+x^8*y^37	11	css		
486	2	27	3.0000	27	9	x^0*y^4+x^5*y^8+x^19*y^1+x^25*y^0	x^0*y^6+x^6*y^3+x^7*y^6+x^10*y^3+x^10*y^8+x^15*y^8	10	css		
162	6	9	3.0000	27	3	x^6*y^0+x^7*y^1+x^8*y^1+x^15*y^1+x^17*y^0+x^25*y^1	x^1*y^1+x^5*y^1+x^11*y^1+x^12*y^0+x^20*y^1+x^23*y^0	12	css		
24	2	6	3.0000	6	2	x^0*y^0+x^0*y^1+x^2*y^0+x^2*y^1+x^4*y^1+x^5*y^1	x^2*y^1+x^3*y^0+x^4*y^0+x^5*y^0	10	css		
54	2	9	3.0000	3	9	x^0*y^1+x^0*y^4+x^1*y^6+x^2*y^2	x^0*y^0+x^0*y^2+x^0*y^4+x^0*y^5+x^0*y^8+x^1*y^4+x^1*y^8+x^2*y^6	12	css		
8	6	2	3.0000	2	2	x^0*y^0+x^0*y^1+x^1*y^0+x^1*y^1	x^0*y^0+x^0*y^1+x^1*y^0+x^1*y^1	8	css		
32	6	4	3.0000	4	4	x^0*y^1+x^1*y^2+x^2*y^0+x^3*y^2	x^0*y^1+x^0*y^2+x^1*y^1+x^1*y^3+x^2*y^0+x^2*y^2+x^3*y^1+x^3*y^3	12	css		
336	2	22	2.8810	6	28	x^1*y^22+x^3*y^2+x^5*y^8+x^5*y^9	x^0*y^4+x^0*y^11+x^1*y^13+x^2*y^2+x^2*y^10+x^2*y^12	10	css		
18	2	5	2.7778	3	3	x^0*y^2+x^1*y^0+x^1*y^2+x^2*y^1	x^0*y^0+x^0*y^1+x^0*y^2+x^1*y^0+x^1*y^2+x^2*y^0+x^2*y^1+x^2*y^2	12	css		
900	4	25	2.7778	18	25	x^2*y^0+x^12*y^8+x^15*y^9+x^15*y^19	x^7*y^5+x^7*y^10+x^13*y^0+x^15*y^18	8	css		
36	2	7	2.7222	2	9	x^1*y^3+x^1*y^4+x^1*y^5+x^1*y^8	x^0*y^2+x^1*y^4+x^1*y^6+x^1*y^8	8	css		
266	2	19	2.7143	7	19	x^0*y^0+x^0*y^4+x^1*y^8+x^1*y^15+x^3*y^2+x^3*y^9+x^4*y^6+x^4*y^8	x^1*y^4+x^1*y^7+x^1*y^10+x^5*y^3	12	css		
540	2	27	2.7000	18	15	x^1*y^4+x^1*y^10+x^2*y^5+x^6*y^14+x^9*y^6+x^10*y^2	x^0*y^3+x^0*y^11+x^4*y^4+x^6*y^8+x^10*y^11+x^14*y^4	12	css		
48	2	8	2.6667	4	6	x^0*y^2+x^0*y^3+x^0*y^5+x^1*y^2+x^1*y^4+x^1*y^5+x^2*y^3+x^3*y^5	x^0*y^4+x^0*y^5+x^1*y^0+x^1*y^2+x^2*y^1+x^3*y^3	14	css		
12	8	2	2.6667	2	3	x^0*y^0+x^0*y^2+x^1*y^0+x^1*y^2	x^0*y^1+x^0*y^2+x^1*y^1+x^1*y^2	8	css		
28	2	6	2.5714	7	2	x^0*y^0+x^1*y^1+x^2*y^1+x^3*y^1+x^4*y^0+x^5*y^0	x^0*y^0+x^0*y^1+x^1*y^1+x^2*y^1+x^3*y^0+x^3*y^1+x^4*y^1+x^6*y^0	14	css		
500	2	25	2.5000	25	10	x^6*y^4+x^9*y^2+x^12*y^6+x^15*y^6	x^0*y^9+x^5*y^9+x^6*y^7+x^8*y^4+x^9*y^6+x^13*y^4+x^15*y^5+x^16*y^1	12	css		
792	4	22	2.4444	18	22	x^5*y^17+x^10*y^1+x^10*y^17+x^14*y^11	x^2*y^17+x^3*y^7+x^5*y^13+x^6*y^8+x^13*y^13+x^14*y^20	10	css		
30	2	6	2.4000	3	5	x^0*y^0+x^0*y^2+x^1*y^2+x^1*y^3	x^0*y^1+x^0*y^3+x^0*y^4+x^2*y^0+x^2*y^1+x^2*y^4	10	css		
190	2	15	2.3684	5	19	x^1*y^2+x^1*y^6+x^1*y^13+x^1*y^17	x^1*y^8+x^3*y^13+x^3*y^15+x^4*y^0	8	css		
340	2	20	2.3529	17	10	x^2*y^0+x^4*y^0+x^6*y^4+x^8*y^1	x^4*y^0+x^6*y^2+x^8*y^2+x^10*y^6	8	css		
390	2	21	2.2615	5	39	x^2*y^16+x^3*y^15+x^3*y^19+x^4*y^26	x^0*y^4+x^1*y^7+x^2*y^38+x^3*y^14	8	css		
32	2	6	2.2500	4	4	x^0*y^1+x^0*y^2+x^0*y^3+x^1*y^0+x^1*y^2+x^2*y^2+x^3*y^1+x^3*y^2	x^0*y^2+x^1*y^0+x^1*y^2+x^1*y^3+x^3*y^0+x^3*y^1	14	css		
24	6	3	2.2500	3	4	x^0*y^0+x^0*y^2+x^1*y^0+x^1*y^2+x^1*y^3+x^2*y^0+x^2*y^1+x^2*y^2	x^0*y^2+x^0*y^3+x^1*y^0+x^1*y^1+x^1*y^2+x^2*y^0+x^2*y^1+x^2*y^3	16	css		
36	8	3	2.0000	6	3	x^0*y^0+x^1*y^1+x^2*y^1+x^3*y^0	x^0*y^1+x^1*y^0+x^3*y^0+x^4*y^1	8	css		
400	2	20	2.0000	40	5	x^0*y^3+x^3*y^3+x^7*y^0+x^22*y^3+x^25*y^3+x^34*y^2+x^36*y^3+x^38*y^1	x^2*y^2+x^10*y^1+x^16*y^2+x^22*y^1+x^26*y^0+x^38*y^3	14	css		
12	6	2	2.0000	2	3	x^0*y^0+x^0*y^1+x^0*y^2+x^1*y^0+x^1*y^1+x^1*y^2	x^0*y^0+x^0*y^2+x^1*y^0+x^1*y^2	10	css		
16	2	4	2.0000	2	4	x^0*y^0+x^0*y^1+x^0*y^2+x^0*y^3+x^1*y^0+x^1*y^3	x^0*y^2+x^1*y^0+x^1*y^1+x^1*y^2	10	css		
676	2	26	2.0000	13	26	x^2*y^17+x^8*y^8+x^10*y^12+x^12*y^12	x^5*y^25+x^7*y^1+x^7*y^11+x^9*y^7+x^10*y^5+x^11*y^1+x^12*y^2+x^12*y^20	12	css		
304	4	12	1.8947	4	38	x^0*y^7+x^1*y^33+x^2*y^3+x^3*y^33	x^0*y^11+x^1*y^19+x^1*y^24+x^3*y^24	8	css		
182	2	13	1.8571	7	13	x^0*y^0+x^0*y^2+x^0*y^4+x^0*y^5+x^4*y^3+x^4*y^12	x^0*y^11+x^2*y^2+x^3*y^2+x^5*y^0	10	css		
24	10	2	1.6667	4	3	x^0*y^0+x^0*y^1+x^0*y^2+x^1*y^1+x^2*y^0+x^2*y^1+x^2*y^2+x^3*y^1	x^0*y^1+x^1*y^0+x^2*y^0+x^3*y^1	12	css		
54	10	3	1.6667	9	3	x^0*y^1+x^2*y^1+x^3*y^1+x^8*y^1	x^1*y^0+x^1*y^1+x^2*y^2+x^3*y^0+x^3*y^2+x^5*y^1+x^5*y^2+x^8*y^1	12	css		
208	2	13	1.6250	13	8	x^2*y^6+x^5*y^1+x^7*y^4+x^10*y^3+x^11*y^1+x^12*y^2	x^0*y^1+x^0*y^5+x^3*y^5+x^5*y^1	10	css		
832	2	26	1.6250	32	13	x^0*y^7+x^3*y^3+x^9*y^11+x^27*y^3	x^15*y^6+x^17*y^12+x^21*y^1+x^25*y^12	8	css		
810	4	18	1.6000	9	45	x^0*y^38+x^2*y^18+x^4*y^13	x^0*y^41+x^4*y^11+x^5*y^13+x^8*y^9	7	css		
20	2	4	1.6000	5	2	x^0*y^0+x^0*y^1+x^1*y^0+x^1*y^1+x^2*y^1+x^3*y^1+x^4*y^0+x^4*y^1	x^1*y^1+x^2*y^0+x^3*y^0+x^4*y^0	12	css		
600	4	15	1.5000	15	20	x^0*y^16+x^2*y^8+x^4*y^1+x^4*y^5+x^5*y^17+x^7*y^13+x^9*y^4+x^14*y^4	x^3*y^12+x^7*y^7+x^9*y^4+x^13*y^5	12	css		
588	2	21	1.5000	7	42	x^1*y^7+x^1*y^25+x^1*y^36+x^2*y^2+x^3*y^31+x^4*y^28+x^6*y^9+x^6*y^21	x^2*y^33+x^2*y^39+x^3*y^11+x^3*y^35+x^5*y^0+x^5*y^28+x^6*y^20+x^6*y^38	16	css		
12	2	3	1.5000	2	3	x^0*y^0+x^0*y^1+x^1*y^1+x^1*y^2	x^0*y^0+x^0*y^1+x^0*y^2+x^1*y^0	8	css		
264	2	14	1.4848	4	33	x^0*y^14+x^1*y^10+x^1*y^24+x^2*y^0	x^0*y^5+x^1*y^31+x^3*y^13+x^3*y^27	8	css		
280	4	10	1.4286	14	10	x^0*y^5+x^1*y^7+x^3*y^6+x^5*y^4+x^7*y^2+x^7*y^5+x^9*y^0+x^13*y^9	x^0*y^4+x^2*y^0+x^2*y^4+x^2*y^6+x^7*y^9+x^9*y^9	14	css		
704	2	22	1.3750	22	16	x^2*y^15+x^10*y^3+x^16*y^5+x^20*y^2	x^6*y^7+x^6*y^13+x^7*y^15+x^16*y^13	8	css		
330	2	15	1.3636	11	15	x^2*y^6+x^2*y^9+x^3*y^4+x^3*y^5+x^4*y^0+x^4*y^1+x^4*y^4+x^4*y^13	x^0*y^10+x^1*y^2+x^1*y^4+x^5*y^2+x^7*y^6+x^7*y^12+x^9*y^11+x^10*y^10	16	css		
12	4	2	1.3333	2	3	x^0*y^0+x^0*y^1+x^1*y^2	x^0*y^0+x^0*y^1+x^0*y^2+x^1*y^0+x^1*y^1+x^1*y^2	9	css		
18	6	2	1.3333	3	3	x^0*y^0+x^0*y^2+x^1*y^0+x^1*y^2+x^2*y^0+x^2*y^2	x^0*y^0+x^0*y^1+x^0*y^2+x^1*y^1+x^2*y^0+x^2*y^1	12	css		
384	2	16	1.3333	16	12	x^1*y^6+x^1*y^8+x^3*y^2+x^3*y^10+x^11*y^10+x^14*y^9	x^1*y^11+x^11*y^1+x^13*y^6+x^15*y^9	10	css		
280	10	6	1.2857	14	10	x^0*y^5+x^1*y^7+x^3*y^6+x^5*y^4+x^7*y^2+x^7*y^5+x^8*y^0+x^13*y^9	x^0*y^4+x^2*y^0+x^2*y^4+x^2*y^5+x^7*y^9+x^9*y^9	14	css		
570	2	19	1.2667	15	19	x^2*y^2+x^4*y^6+x^9*y^3+x^11*y^15+x^12*y^0+x^14*y^7	x^2*y^4+x^2*y^6+x^4*y^0+x^4*y^10+x^7*y^4+x^7*y^9+x^12*y^17+x^12*y^18	14	css		
546	4	13	1.2381	13	21	x^0*y^12+x^5*y^14+x^9*y^12+x^10*y^14	x^1*y^6+x^5*y^13+x^6*y^20+x^7*y^20+x^9*y^11	9	css		
576	2	18	1.1250	18	16	x^1*y^5+x^3*y^2+x^5*y^2+x^7*y^13+x^11*y^3+x^11*y^6+x^15*y^7+x^16*y^3	x^0*y^12+x^4*y^5+x^14*y^12+x^15*y^13	12	css		
304	2	12	0.9474	4	38	x^0*y^7+x^1*y^33+x^2*y^2+x^3*y^33	x^0*y^10+x^1*y^19+x^1*y^24+x^3*y^24	8	css		
286	2	11	0.8462	11	13	x^1*y^6+x^1*y^11+x^3*y^3+x^4*y^4	x^7*y^5+x^7*y^12+x^9*y^5+x^10*y^12	8	css		
308	2	11	0.7857	14	11	x^12*y^3+x^12*y^7+x^13*y^1+x^13*y^6	x^4*y^1+x^4*y^8+x^6*y^2+x^9*y^4	8	css		
540	10	6	0.6667	45	6	x^1*y^1+x^5*y^1+x^14*y^2+x^39*y^4	x^30*y^0+x^30*y^3+x^37*y^0+x^37*y^4	8	css		
342	2	9	0.4737	19	9	x^1*y^2+x^1*y^8+x^17*y^4+x^17*y^8	x^1*y^8+x^3*y^6+x^6*y^0+x^6*y^4+x^8*y^3+x^12*y^3+x^16*y^7+x^18*y^8	12	css		
952	2	14	0.4118	14	34	x^1*y^4+x^1*y^20+x^4*y^3+x^7*y^8+x^7*y^9+x^9*y^8	x^0*y^27+x^7*y^25+x^8*y^27+x^13*y^8	10	css		
368	2	8	0.3478	23	8	x^6*y^0+x^6*y^5+x^14*y^0+x^14*y^4	x^0*y^3+x^2*y^1+x^4*y^4+x^13*y^4+x^13*y^6+x^13*y^7+x^17*y^7+x^18*y^2	12	css		
588	4	7	0.3333	21	14	x^5*y^2+x^6*y^5+x^9*y^2+x^10*y^5+x^14*y^13+x^15*y^2+x^17*y^3	x^4*y^7+x^12*y^5+x^13*y^7+x^18*y^5	11	css		
406	2	7	0.2414	7	29	x^0*y^16+x^2*y^10+x^3*y^16+x^6*y^10	x^0*y^21+x^0*y^27+x^2*y^28+x^3*y^2+x^3*y^21+x^4*y^9+x^4*y^13+x^5*y^26	12	css		
230	2	5	0.2174	23	5	x^1*y^0+x^4*y^3+x^9*y^1+x^9*y^3+x^13*y^1+x^19*y^3+x^21*y^2+x^22*y^1	x^18*y^2+x^18*y^3+x^20*y^3+x^20*y^4	12	css		
468	4	4	0.1368	6	39	x^0*y^18+x^0*y^19+x^1*y^28+x^3*y^12+x^3*y^17+x^4*y^10+x^4*y^22	x^1*y^19+x^1*y^32+x^4*y^6	10	css		
