n	k	d	fom	l	m	A	B	wt	fam	C	D
28	10	3	3.2143	7	2	x^0*y^1+x^1*y^1+x^2*y^1+x^4*y^1	x^1*y^1+x^2*y^0+x^3*y^1+x^5*y^0	8	css		
40	2	8	3.2000	5	4	x^0*y^3+x^1*y^2+x^3*y^0+x^3*y^2	x^0*y^1+x^2*y^1+x^4*y^0+x^4*y^1	8	css		
20	4	4	3.2000	5	2	x^0*y^1+x^1*y^0+x^2*y^1+x^3*y^0	x^1*y^1+x^3*y^0+x^3*y^1+x^4*y^0	8	css		
282	2	21	3.1277	3	47	x^0*y^5+x^0*y^7+x^1*y^7+x^1*y^36	x^0*y^12+x^1*y^37+x^2*y^0+x^2*y^37	8	css		
64	2	10	3.1250	8	4	x^0*y^1+x^1*y^1+x^2*y^0+x^7*y^1	x^1*y^2+x^3*y^0+x^4*y^1+x^5*y^3	8	css		
330	10	10	3.0303	33	5	x^3*y^2+x^6*y^2+x^9*y^4+x^26*y^4	x^14*y^1+x^20*y^0+x^21*y^0+x^30*y^1	8	css		
30	10	3	3.0000	3	5	x^1*y^0+x^1*y^2+x^2*y^0+x^2*y^2	x^0*y^1+x^1*y^0+x^1*y^1+x^2*y^0	8	css		
18	6	3	3.0000	3	3	x^0*y^0+x^0*y^2+x^2*y^0+x^2*y^1	x^0*y^0+x^0*y^1+x^1*y^2+x^2*y^2	8	css		
24	2	6	3.0000	2	6	x^0*y^0+x^0*y^4+x^1*y^0+x^1*y^3	x^0*y^0+x^0*y^1+x^0*y^2+x^1*y^1	8	css		
54	2	9	3.0000	3	9	x^0*y^1+x^0*y^8+x^1*y^6+x^2*y^5	x^1*y^1+x^1*y^2+x^1*y^3+x^2*y^2	8	css		
8	6	2	3.0000	2	2	x^0*y^0+x^0*y^1+x^1*y^0+x^1*y^1	x^0*y^0+x^0*y^1+x^1*y^0+x^1*y^1	8	css		
32	6	4	3.0000	4	4	x^1*y^3+x^2*y^0+x^2*y^2+x^3*y^1	x^0*y^3+x^2*y^1+x^2*y^3+x^3*y^1	8	css		
248	2	19	2.9113	31	4	x^8*y^1+x^15*y^1+x^18*y^2+x^26*y^1	x^4*y^1+x^15*y^3+x^21*y^3+x^30*y^3	8	css		
44	2	8	2.9091	11	2	x^0*y^0+x^1*y^0+x^3*y^0+x^9*y^1	x^3*y^0+x^4*y^1+x^7*y^1+x^9*y^1	8	css		
360	16	8	2.8444	60	3	x^26*y^0+x^45*y^2+x^56*y^2+x^59*y^1	x^9*y^2+x^44*y^1+x^49*y^0	7	css		
18	2	5	2.7778	3	3	x^0*y^1+x^2*y^0+x^2*y^1+x^2*y^2	x^0*y^0+x^0*y^1+x^0*y^2+x^2*y^1	8	css		
36	2	7	2.7222	2	9	x^0*y^1+x^0*y^5+x^1*y^2+x^1*y^3	x^0*y^3+x^0*y^5+x^0*y^7+x^1*y^0	8	css		
12	8	2	2.6667	2	3	x^0*y^0+x^0*y^2+x^1*y^0+x^1*y^2	x^0*y^1+x^0*y^2+x^1*y^1+x^1*y^2	8	css		
28	2	6	2.5714	2	7	x^0*y^5+x^1*y^1+x^1*y^4+x^1*y^5	x^0*y^3+x^0*y^4+x^0*y^5+x^1*y^6	8	css		
16	10	2	2.5000	4	2	x^0*y^0+x^1*y^1+x^2*y^1+x^3*y^0	x^1*y^0+x^1*y^1+x^3*y^0+x^3*y^1	8	css		
30	2	6	2.4000	3	5	x^0*y^1+x^0*y^2+x^1*y^3+x^2*y^3	x^0*y^1+x^0*y^2+x^1*y^4+x^2*y^2	8	css		
42	2	7	2.3333	3	7	x^0*y^3+x^1*y^0+x^1*y^3+x^1*y^6	x^0*y^4+x^0*y^5+x^0*y^6+x^1*y^1	8	css		
84	12	4	2.2857	3	14	x^1*y^0+x^1*y^8+x^2*y^0+x^2*y^6	x^0*y^0+x^0*y^6+x^2*y^2+x^2*y^8	8	css		
32	2	6	2.2500	8	2	x^0*y^1+x^3*y^0+x^5*y^1+x^7*y^1	x^0*y^0+x^1*y^1+x^5*y^0+x^6*y^0	8	css		
220	10	7	2.2273	55	2	x^8*y^1+x^11*y^0+x^31*y^1+x^43*y^0	x^0*y^0+x^8*y^0+x^20*y^1+x^38*y^0	8	css		
18	10	2	2.2222	3	3	x^1*y^1+x^1*y^2+x^2*y^1+x^2*y^2	x^0*y^0+x^0*y^1+x^1*y^0+x^1*y^1	8	css		
16	8	2	2.0000	2	4	x^0*y^0+x^0*y^3+x^1*y^0+x^1*y^3	x^0*y^0+x^0*y^2+x^1*y^1+x^1*y^3	8	css		
16	2	4	2.0000	2	4	x^0*y^0+x^0*y^2+x^0*y^3+x^1*y^3	x^0*y^1+x^0*y^3+x^1*y^0+x^1*y^3	8	css		
54	10	3	1.6667	9	3	x^0*y^2+x^2*y^1+x^7*y^1+x^8*y^2	x^1*y^1+x^1*y^2+x^4*y^1+x^7*y^2	8	css		
20	8	2	1.6000	2	5	x^0*y^2+x^0*y^3+x^1*y^0+x^1*y^1+x^1*y^4	x^0*y^2+x^0*y^4+x^1*y^2+x^1*y^4	9	css		
16	6	2	1.5000	4	2	x^1*y^0+x^2*y^0+x^2*y^1+x^3*y^1	x^0*y^0+x^0*y^1+x^1*y^0+x^1*y^1	8	css		
12	2	3	1.5000	2	3	x^0*y^1+x^0*y^2+x^1*y^1+x^1*y^2	x^0*y^1+x^1*y^0+x^1*y^1+x^1*y^2	8	css		
210	12	5	1.4286	15	7	x^0*y^3+x^0*y^6+x^3*y^3+x^6*y^6	x^3*y^4+x^4*y^2+x^10*y^1+x^12*y^0	8	css		
12	4	2	1.3333	2	3	x^0*y^0+x^0*y^2+x^1*y^0+x^1*y^1	x^0*y^1+x^0*y^2+x^1*y^0+x^1*y^1	8	css		
338	2	13	1.0000	13	13	x^0*y^6+x^0*y^10+x^8*y^4+x^12*y^7	x^7*y^0+x^7*y^4+x^9*y^8+x^11*y^8	8	css		
78	6	3	0.6923	13	3	x^0*y^0+x^1*y^0+x^5*y^1+x^12*y^1	x^1*y^0+x^1*y^1+x^12*y^0+x^12*y^1	8	css		
