n	k	d	fom	l	m	A	B	wt	fam	C	D
360	270	166	20667.0000	30	6	x^0*y^0+x^0*y^3+x^15*y^0+x^15*y^3		4	css		
352	264	165	20418.7500	22	8	x^0*y^0+x^0*y^4+x^11*y^0+x^11*y^4		4	css		
336	252	163	19926.7500	12	14	x^0*y^0+x^0*y^7+x^6*y^0+x^6*y^7		4	css		
320	240	152	17328.0000	20	8	x^0*y^0+x^0*y^4+x^10*y^0+x^10*y^4		4	css		
360	240	154	15810.6667	60	3	x^0*y^0+x^0*y^2+x^30*y^0+x^30*y^2		4	css		
348	232	140	13066.6667	58	3	x^0*y^0+x^0*y^2+x^29*y^0+x^29*y^2		4	css		
304	228	146	15987.0000	4	38	x^0*y^0+x^0*y^19+x^2*y^0+x^2*y^19		4	css		
336	224	140	13066.6667	28	6	x^0*y^0+x^0*y^2+x^14*y^0+x^14*y^2		4	css		
352	220	145	13140.6250	22	8	x^0*y^0+x^0*y^6+x^11*y^0+x^11*y^6		4	css		
288	216	138	14283.0000	24	6	x^0*y^0+x^0*y^3+x^12*y^0+x^12*y^3		4	css		
324	216	138	12696.0000	18	9	x^0*y^0+x^0*y^6+x^9*y^0+x^9*y^6		4	css		
360	216	144	12441.6000	10	18	x^0*y^0+x^0*y^9+x^8*y^0+x^8*y^9		4	css		
336	210	140	12250.0000	4	42	x^0*y^0+x^0*y^21+x^3*y^0+x^3*y^21		4	css		
360	210	138	11109.0000	6	30	x^0*y^0+x^0*y^15+x^1*y^0+x^1*y^15		4	css		
280	210	102	7803.0000	14	10	x^0*y^0+x^0*y^5+x^7*y^0+x^7*y^5		4	css		
312	208	134	11970.6667	4	39	x^0*y^0+x^0*y^13+x^2*y^0+x^2*y^13		4	css		
340	204	132	10454.4000	5	34	x^0*y^0+x^0*y^17+x^4*y^0+x^4*y^17		4	css		
272	204	118	10443.0000	34	4	x^0*y^0+x^0*y^2+x^17*y^0+x^17*y^2		4	css		
300	200	125	10416.6667	50	3	x^0*y^0+x^0*y^2+x^25*y^0+x^25*y^2		4	css		
360	200	136	10275.5556	60	3	x^0*y^0+x^0*y^1+x^20*y^0+x^20*y^1	x^0*y^0+x^0*y^2+x^40*y^0+x^40*y^2	8	css		
320	200	128	10240.0000	40	4	x^0*y^0+x^0*y^1+x^20*y^0+x^20*y^1		4	css		
264	198	123	11346.7500	6	22	x^0*y^0+x^0*y^11+x^3*y^0+x^3*y^11		4	css		
352	198	132	9801.0000	8	22	x^0*y^0+x^0*y^11+x^1*y^0+x^1*y^11		4	css		
360	198	132	9583.2000	6	30	x^0*y^0+x^0*y^9+x^3*y^0+x^3*y^9		4	css		
336	196	129	9707.2500	12	14	x^0*y^0+x^0*y^7+x^10*y^0+x^10*y^7		4	css		
256	192	118	10443.0000	4	32	x^0*y^0+x^0*y^16+x^2*y^0+x^2*y^16		4	css		
320	192	128	9830.4000	10	16	x^0*y^0+x^0*y^8+x^4*y^0+x^4*y^8		4	css		
288	192	121	9760.6667	12	12	x^0*y^0+x^0*y^6+x^4*y^0+x^4*y^6		4	css		
336	192	130	9657.1429	4	42	x^0*y^0+x^0*y^36+x^2*y^0+x^2*y^36		4	css		
360	192	129	8875.2000	30	6	x^0*y^0+x^0*y^3+x^8*y^0+x^8*y^3		4	css		
352	192	126	8659.6364	16	11	x^0*y^0+x^0*y^2+x^8*y^0+x^8*y^2		4	css		
342	190	132	9680.0000	57	3	x^0*y^0+x^0*y^2+x^19*y^0+x^19*y^2	x^0*y^0+x^0*y^1+x^38*y^0+x^38*y^1	8	css		
360	190	130	8919.4444	18	10	x^0*y^0+x^0*y^5+x^7*y^0+x^7*y^5		4	css		
304	190	119	8850.6250	4	38	x^0*y^0+x^0*y^19+x^1*y^0+x^1*y^19		4	css		
360	186	127	8333.3167	6	30	x^0*y^0+x^0*y^19+x^3*y^0+x^3*y^19		4	css		
276	184	116	8970.6667	46	3	x^0*y^0+x^0*y^2+x^23*y^0+x^23*y^2		4	css		
352	184	128	8564.3636	22	8	x^0*y^0+x^0*y^4+x^9*y^0+x^9*y^4		4	css		
360	184	125	7986.1111	45	4	x^0*y^0+x^0*y^2+x^29*y^0+x^29*y^2		4	css		
336	182	124	8328.6667	14	12	x^0*y^0+x^0*y^11+x^7*y^0+x^7*y^11		4	css		
312	182	119	8260.5833	26	6	x^0*y^0+x^0*y^1+x^13*y^0+x^13*y^1		4	css		
240	180	113	9576.7500	4	30	x^0*y^0+x^0*y^15+x^2*y^0+x^2*y^15		4	css		
360	180	131	8580.5000	60	3	x^0*y^0+x^0*y^2+x^15*y^0+x^15*y^2	x^0*y^0+x^0*y^1+x^30*y^0+x^30*y^1	8	css		
300	180	119	8496.6000	6	25	x^0*y^0+x^0*y^15+x^3*y^0+x^3*y^15		4	css		
324	180	123	8405.0000	6	27	x^0*y^0+x^0*y^21+x^3*y^0+x^3*y^21		4	css		
348	180	127	8342.5862	29	6	x^0*y^0+x^0*y^3+x^27*y^0+x^27*y^3		4	css		
336	180	124	8237.1429	12	14	x^0*y^0+x^0*y^5+x^6*y^0+x^6*y^5		4	css		
340	180	124	8140.2353	17	10	x^0*y^0+x^0*y^5+x^9*y^0+x^9*y^5		4	css		
352	180	126	8118.4091	4	44	x^0*y^0+x^0*y^5+x^2*y^0+x^2*y^5		4	css		
320	180	120	8100.0000	4	40	x^0*y^0+x^0*y^25+x^2*y^0+x^2*y^25		4	css		
288	180	113	7980.6250	12	12	x^0*y^0+x^0*y^6+x^9*y^0+x^9*y^6		4	css		
264	176	109	7920.6667	6	22	x^0*y^0+x^0*y^11+x^4*y^0+x^4*y^11		4	css		
344	176	122	7615.0698	4	43	x^0*y^0+x^0*y^27+x^2*y^0+x^2*y^27		4	css		
320	176	117	7528.9500	16	10	x^0*y^0+x^0*y^7+x^8*y^0+x^8*y^7		4	css		
336	176	119	7417.6667	8	21	x^0*y^0+x^0*y^5+x^4*y^0+x^4*y^5		4	css		
308	176	113	7296.5714	22	7	x^0*y^0+x^0*y^2+x^11*y^0+x^11*y^2		4	css		
232	174	106	8427.0000	58	2	x^0*y^0+x^0*y^1+x^29*y^0+x^29*y^1		4	css		
336	174	117	7088.9464	6	28	x^0*y^0+x^0*y^23+x^3*y^0+x^3*y^23		4	css		
336	172	118	7127.7619	42	4	x^0*y^0+x^0*y^2+x^1*y^0+x^1*y^2		4	css		
306	170	116	7475.5556	51	3	x^0*y^0+x^0*y^1+x^17*y^0+x^17*y^1	x^0*y^0+x^0*y^2+x^34*y^0+x^34*y^2	8	css		
320	170	112	6664.0000	10	16	x^0*y^0+x^0*y^9+x^5*y^0+x^5*y^9		4	css		
272	170	97	5880.6250	4	34	x^0*y^0+x^0*y^17+x^3*y^0+x^3*y^17		4	css		
224	168	103	7956.7500	2	56	x^0*y^0+x^0*y^28+x^1*y^0+x^1*y^28		4	css		
252	168	109	7920.6667	14	9	x^0*y^0+x^0*y^3+x^7*y^0+x^7*y^3		4	css		
336	168	123	7564.5000	56	3	x^0*y^0+x^0*y^2+x^14*y^0+x^14*y^2	x^0*y^0+x^0*y^1+x^28*y^0+x^28*y^1	8	css		
280	168	111	7392.6000	14	10	x^0*y^0+x^0*y^6+x^7*y^0+x^7*y^6		4	css		
360	168	125	7291.6667	9	20	x^0*y^0+x^0*y^16+x^3*y^0+x^3*y^16	x^0*y^0+x^0*y^12+x^6*y^0+x^6*y^12	8	css		
288	168	111	7187.2500	36	4	x^0*y^0+x^0*y^2+x^6*y^0+x^6*y^2		4	css		
312	168	115	7121.1538	12	13	x^0*y^0+x^0*y^1+x^6*y^0+x^6*y^1		4	css		
320	168	115	6943.1250	40	4	x^0*y^0+x^0*y^2+x^2*y^0+x^2*y^2		4	css		
324	168	115	6857.4074	6	27	x^0*y^0+x^0*y^10+x^3*y^0+x^3*y^10		4	css		
328	168	115	6773.7805	4	41	x^0*y^0+x^0*y^12+x^2*y^0+x^2*y^12		4	css		
308	168	111	6720.5455	14	11	x^0*y^0+x^0*y^1+x^7*y^0+x^7*y^1		4	css		
320	164	113	6544.1125	40	4	x^0*y^0+x^0*y^2+x^13*y^0+x^13*y^2		4	css		
216	162	100	7500.0000	2	54	x^0*y^0+x^0*y^27+x^1*y^0+x^1*y^27		4	css		
312	162	113	6630.0577	6	26	x^0*y^0+x^0*y^19+x^3*y^0+x^3*y^19		4	css		
288	162	107	6440.0625	6	24	x^0*y^0+x^0*y^3+x^3*y^0+x^3*y^3		4	css		
360	160	150	10000.0000	15	12	x^0*y^0+x^0*y^4+x^0*y^8	x^0*y^0+x^5*y^0+x^10*y^0	6	css		
288	160	112	6968.8889	48	3	x^0*y^0+x^0*y^1+x^16*y^0+x^16*y^1	x^0*y^0+x^0*y^2+x^32*y^0+x^32*y^2	8	css		
256	160	105	6890.6250	32	4	x^0*y^0+x^0*y^2+x^24*y^0+x^24*y^2		4	css		
240	160	99	6534.0000	15	8	x^0*y^0+x^0*y^4+x^10*y^0+x^10*y^4		4	css		
304	160	111	6484.7368	8	19	x^0*y^0+x^0*y^10+x^4*y^0+x^4*y^10		4	css		
312	160	112	6432.8205	4	39	x^0*y^0+x^0*y^34+x^2*y^0+x^2*y^34		4	css		
280	160	104	6180.5714	14	10	x^0*y^0+x^0*y^5+x^4*y^0+x^4*y^5		4	css		
300	160	106	5992.5333	10	15	x^0*y^0+x^0*y^11+x^5*y^0+x^5*y^11		4	css		
208	156	98	7203.0000	52	2	x^0*y^0+x^0*y^1+x^26*y^0+x^26*y^1		4	css		
260	156	103	6365.4000	5	26	x^0*y^0+x^0*y^13+x^3*y^0+x^3*y^13		4	css		
312	156	111	6160.5000	52	3	x^0*y^0+x^0*y^1+x^13*y^0+x^13*y^1	x^0*y^0+x^0*y^2+x^26*y^0+x^26*y^2	8	css		
304	156	107	5875.1447	38	4	x^0*y^0+x^0*y^2+x^35*y^0+x^35*y^2		4	css		
288	156	103	5746.5417	4	36	x^0*y^0+x^0*y^33+x^2*y^0+x^2*y^33		4	css		
300	156	105	5733.0000	6	25	x^0*y^0+x^0*y^2+x^3*y^0+x^3*y^2		4	css		
352	154	121	6405.4375	44	4	x^0*y^0+x^0*y^1+x^33*y^0+x^33*y^1	x^0*y^0+x^0*y^2+x^22*y^0+x^22*y^2	8	css		
330	154	114	6064.8000	55	3	x^0*y^0+x^0*y^2+x^33*y^0+x^33*y^2	x^0*y^0+x^0*y^1+x^11*y^0+x^11*y^1	8	css		
264	154	99	5717.2500	6	22	x^0*y^0+x^0*y^11+x^5*y^0+x^5*y^11		4	css		
280	154	95	4963.7500	10	14	x^0*y^0+x^0*y^7+x^1*y^0+x^1*y^7		4	css		
342	152	148	9735.1111	57	3	x^0*y^0+x^0*y^1+x^0*y^2	x^0*y^0+x^19*y^0+x^38*y^0	6	css		
228	152	95	6016.6667	38	3	x^0*y^0+x^0*y^2+x^19*y^0+x^19*y^2		4	css		
296	152	103	5447.8649	37	4	x^0*y^0+x^0*y^2+x^21*y^0+x^21*y^2		4	css		
288	152	101	5383.8611	8	18	x^0*y^0+x^0*y^13+x^4*y^0+x^4*y^13		4	css		
270	150	102	5780.0000	3	45	x^0*y^0+x^0*y^15+x^1*y^0+x^1*y^15	x^0*y^0+x^0*y^30+x^2*y^0+x^2*y^30	8	css		
240	150	96	5760.0000	10	12	x^0*y^0+x^0*y^3+x^5*y^0+x^5*y^3		4	css		
200	150	86	5547.0000	50	2	x^0*y^0+x^0*y^1+x^25*y^0+x^25*y^1		4	css		
280	150	100	5357.1429	14	10	x^0*y^0+x^0*y^5+x^11*y^0+x^11*y^5		4	css		
288	150	95	4700.5208	24	6	x^0*y^0+x^0*y^3+x^13*y^0+x^13*y^3		4	css		
288	148	100	5138.8889	36	4	x^0*y^0+x^0*y^2+x^1*y^0+x^1*y^2		4	css		
324	144	134	7980.4444	3	54	x^0*y^0+x^0*y^18+x^0*y^36	x^0*y^0+x^1*y^0+x^2*y^0	6	css		
192	144	92	6348.0000	6	16	x^0*y^0+x^0*y^8+x^3*y^0+x^3*y^8		4	css		
360	144	122	5953.6000	3	60	x^0*y^0+x^0*y^6+x^2*y^0+x^2*y^6	x^0*y^0+x^0*y^12+x^1*y^0+x^1*y^12	8	css		
216	144	91	5520.6667	4	27	x^0*y^0+x^0*y^18+x^2*y^0+x^2*y^18		4	css		
336	144	113	5472.4286	56	3	x^0*y^0+x^0*y^1+x^32*y^0+x^32*y^1	x^0*y^0+x^0*y^2+x^8*y^0+x^8*y^2	8	css		
264	144	100	5454.5455	12	11	x^0*y^0+x^0*y^1+x^6*y^0+x^6*y^1		4	css		
240	144	95	5415.0000	15	8	x^0*y^0+x^0*y^4+x^9*y^0+x^9*y^4		4	css		
288	144	103	5304.5000	12	12	x^0*y^0+x^0*y^8+x^3*y^0+x^3*y^8	x^0*y^0+x^0*y^4+x^6*y^0+x^6*y^4	8	css		
252	144	95	5157.1429	18	7	x^0*y^0+x^0*y^3+x^9*y^0+x^9*y^3		4	css		
272	144	98	5084.4706	17	8	x^0*y^0+x^0*y^4+x^9*y^0+x^9*y^4		4	css		
256	144	94	4970.2500	8	16	x^0*y^0+x^0*y^2+x^4*y^0+x^4*y^2		4	css		
276	144	97	4909.0435	23	6	x^0*y^0+x^0*y^3+x^18*y^0+x^18*y^3		4	css		
280	144	97	4838.9143	35	4	x^0*y^0+x^0*y^2+x^18*y^0+x^18*y^2		4	css		
360	140	117	5323.5000	12	15	x^0*y^0+x^0*y^5+x^5*y^0+x^5*y^5	x^0*y^0+x^0*y^10+x^10*y^0+x^10*y^10	8	css		
336	140	113	5320.4167	3	56	x^0*y^0+x^0*y^21+x^1*y^0+x^1*y^21	x^0*y^0+x^0*y^42+x^2*y^0+x^2*y^42	8	css		
320	140	108	5103.0000	40	4	x^0*y^0+x^0*y^3+x^10*y^0+x^10*y^3	x^0*y^0+x^0*y^2+x^20*y^0+x^20*y^2	8	css		
252	140	94	4908.8889	3	42	x^0*y^0+x^0*y^28+x^1*y^0+x^1*y^28	x^0*y^0+x^0*y^14+x^2*y^0+x^2*y^14	8	css		
300	140	102	4855.2000	30	5	x^0*y^0+x^0*y^4+x^10*y^0+x^10*y^4	x^0*y^0+x^0*y^3+x^20*y^0+x^20*y^3	8	css		
224	140	88	4840.0000	14	8	x^0*y^0+x^0*y^2+x^7*y^0+x^7*y^2		4	css		
240	140	91	4830.5833	30	4	x^0*y^0+x^0*y^2+x^5*y^0+x^5*y^2		4	css		
272	140	96	4743.5294	34	4	x^0*y^0+x^0*y^2+x^31*y^0+x^31*y^2		4	css		
260	140	92	4557.5385	13	10	x^0*y^0+x^0*y^5+x^10*y^0+x^10*y^5		4	css		
184	138	81	4920.7500	2	46	x^0*y^0+x^0*y^23+x^1*y^0+x^1*y^23		4	css		
264	138	91	4328.7045	22	6	x^0*y^0+x^0*y^3+x^5*y^0+x^5*y^3		4	css		
306	136	126	7056.0000	3	51	x^0*y^0+x^0*y^17+x^0*y^34	x^0*y^0+x^1*y^0+x^2*y^0	6	css		
360	136	119	5349.7111	30	6	x^0*y^0+x^0*y^2+x^22*y^0+x^22*y^2	x^0*y^0+x^0*y^4+x^14*y^0+x^14*y^4	8	css		
204	136	83	4592.6667	3	34	x^0*y^0+x^0*y^17+x^1*y^0+x^1*y^17		4	css		
256	136	90	4303.1250	32	4	x^0*y^0+x^0*y^2+x^26*y^0+x^26*y^2		4	css		
264	136	91	4265.9697	4	33	x^0*y^0+x^0*y^19+x^2*y^0+x^2*y^19		4	css		
360	132	116	4933.8667	3	60	x^0*y^0+x^0*y^3+x^1*y^0+x^1*y^3	x^0*y^0+x^0*y^6+x^2*y^0+x^2*y^6	8	css		
176	132	80	4800.0000	2	44	x^0*y^0+x^0*y^22+x^1*y^0+x^1*y^22		4	css		
324	132	108	4752.0000	9	18	x^0*y^0+x^0*y^2+x^3*y^0+x^3*y^2	x^0*y^0+x^0*y^4+x^6*y^0+x^6*y^4	8	css		
256	132	92	4364.2500	32	4	x^0*y^0+x^0*y^2+x^23*y^0+x^23*y^2		4	css		
264	132	93	4324.5000	3	44	x^0*y^0+x^0*y^33+x^1*y^0+x^1*y^33	x^0*y^0+x^0*y^22+x^2*y^0+x^2*y^22	8	css		
240	132	88	4259.2000	60	2	x^0*y^0+x^0*y^1+x^6*y^0+x^6*y^1		4	css		
220	132	84	4233.6000	22	5	x^0*y^0+x^0*y^4+x^11*y^0+x^11*y^4		4	css		
252	132	89	4149.0952	6	21	x^0*y^0+x^0*y^2+x^3*y^0+x^3*y^2		4	css		
208	130	86	4622.5000	26	4	x^0*y^0+x^0*y^3+x^13*y^0+x^13*y^3		4	css		
330	130	108	4594.9091	55	3	x^0*y^0+x^0*y^1+x^40*y^0+x^40*y^1	x^0*y^0+x^0*y^2+x^25*y^0+x^25*y^2	8	css		
240	130	87	4099.8750	60	2	x^0*y^0+x^0*y^1+x^55*y^0+x^55*y^1		4	css		
234	130	84	3920.0000	3	39	x^0*y^0+x^0*y^26+x^2*y^0+x^2*y^26	x^0*y^0+x^0*y^13+x^1*y^0+x^1*y^13	8	css		
288	128	118	6188.4444	24	6	x^0*y^0+x^0*y^2+x^0*y^4	x^0*y^0+x^8*y^0+x^16*y^0	6	css		
360	128	118	4950.7556	6	30	x^0*y^0+x^0*y^23+x^4*y^0+x^4*y^23	x^0*y^0+x^0*y^16+x^2*y^0+x^2*y^16	8	css		
336	128	111	4693.7143	56	3	x^0*y^0+x^0*y^2+x^44*y^0+x^44*y^2	x^0*y^0+x^0*y^1+x^32*y^0+x^32*y^1	8	css		
320	128	106	4494.4000	32	5	x^0*y^0+x^0*y^2+x^8*y^0+x^8*y^2	x^0*y^0+x^0*y^4+x^16*y^0+x^16*y^4	8	css		
192	128	81	4374.0000	48	2	x^0*y^0+x^0*y^1+x^16*y^0+x^16*y^1		4	css		
248	128	89	4088.2581	31	4	x^0*y^0+x^0*y^2+x^9*y^0+x^9*y^2		4	css		
240	128	86	3944.5333	2	60	x^0*y^0+x^0*y^8+x^1*y^0+x^1*y^8		4	css		
224	128	83	3936.5714	56	2	x^0*y^0+x^0*y^1+x^40*y^0+x^40*y^1		4	css		
342	126	112	4621.4737	9	19	x^0*y^0+x^0*y^14+x^6*y^0+x^6*y^14	x^0*y^0+x^0*y^9+x^3*y^0+x^3*y^9	8	css		
168	126	78	4563.0000	2	42	x^0*y^0+x^0*y^21+x^1*y^0+x^1*y^21		4	css		
288	126	98	4201.7500	36	4	x^0*y^0+x^0*y^3+x^9*y^0+x^9*y^3	x^0*y^0+x^0*y^2+x^18*y^0+x^18*y^2	8	css		
350	126	107	4121.6400	35	5	x^0*y^0+x^0*y^1+x^28*y^0+x^28*y^1	x^0*y^0+x^0*y^2+x^21*y^0+x^21*y^2	8	css		
294	126	98	4116.0000	21	7	x^0*y^0+x^0*y^3+x^14*y^0+x^14*y^3	x^0*y^0+x^0*y^6+x^7*y^0+x^7*y^6	8	css		
216	126	84	4116.0000	6	18	x^0*y^0+x^0*y^3+x^3*y^0+x^3*y^3		4	css		
336	126	104	4056.0000	6	28	x^0*y^0+x^0*y^7+x^5*y^0+x^5*y^7	x^0*y^0+x^0*y^14+x^4*y^0+x^4*y^14	8	css		
240	126	86	3882.9000	20	6	x^0*y^0+x^0*y^3+x^1*y^0+x^1*y^3		4	css		
224	126	83	3875.0625	2	56	x^0*y^0+x^0*y^7+x^1*y^0+x^1*y^7		4	css		
270	126	91	3864.4667	45	3	x^0*y^0+x^0*y^1+x^9*y^0+x^9*y^1	x^0*y^0+x^0*y^2+x^18*y^0+x^18*y^2	8	css		
360	124	116	4634.8444	3	60	x^0*y^0+x^0*y^47+x^2*y^0+x^2*y^47	x^0*y^0+x^0*y^34+x^1*y^0+x^1*y^34	8	css		
348	124	114	4630.7586	29	6	x^0*y^0+x^0*y^2+x^22*y^0+x^22*y^2	x^0*y^0+x^0*y^4+x^15*y^0+x^15*y^4	8	css		
240	124	84	3645.6000	4	30	x^0*y^0+x^0*y^17+x^2*y^0+x^2*y^17		4	css		
354	122	117	4717.6780	3	59	x^0*y^0+x^0*y^44+x^1*y^0+x^1*y^44	x^0*y^0+x^0*y^29+x^2*y^0+x^2*y^29	8	css		
240	122	83	3501.9083	2	60	x^0*y^0+x^0*y^11+x^1*y^0+x^1*y^11		4	css		
270	120	112	5575.1111	3	45	x^0*y^0+x^0*y^15+x^0*y^30	x^0*y^0+x^1*y^0+x^2*y^0	6	css		
348	120	113	4403.1034	3	58	x^0*y^0+x^0*y^31+x^1*y^0+x^1*y^31	x^0*y^0+x^0*y^4+x^2*y^0+x^2*y^4	8	css		
324	120	109	4400.3704	18	9	x^0*y^0+x^0*y^6+x^11*y^0+x^11*y^6	x^0*y^0+x^0*y^3+x^4*y^0+x^4*y^3	8	css		
160	120	76	4332.0000	20	4	x^0*y^0+x^0*y^2+x^10*y^0+x^10*y^2		4	css		
336	120	109	4243.2143	3	56	x^0*y^0+x^0*y^26+x^2*y^0+x^2*y^26	x^0*y^0+x^0*y^52+x^1*y^0+x^1*y^52	8	css		
360	120	111	4107.0000	15	12	x^0*y^0+x^0*y^2+x^3*y^0+x^3*y^2	x^0*y^0+x^0*y^4+x^6*y^0+x^6*y^4	8	css		
312	120	100	3846.1538	12	13	x^0*y^0+x^0*y^7+x^8*y^0+x^8*y^7	x^0*y^0+x^0*y^1+x^4*y^0+x^4*y^1	8	css		
288	120	96	3840.0000	6	24	x^0*y^0+x^0*y^21+x^2*y^0+x^2*y^21	x^0*y^0+x^0*y^18+x^4*y^0+x^4*y^18	8	css		
300	120	97	3763.6000	3	50	x^0*y^0+x^0*y^5+x^2*y^0+x^2*y^5	x^0*y^0+x^0*y^10+x^1*y^0+x^1*y^10	8	css		
236	120	85	3673.7288	59	2	x^0*y^0+x^0*y^1+x^17*y^0+x^17*y^1		4	css		
180	120	74	3650.6667	2	45	x^0*y^0+x^0*y^15+x^1*y^0+x^1*y^15		4	css		
200	120	78	3650.4000	2	50	x^0*y^0+x^0*y^10+x^1*y^0+x^1*y^10		4	css		
216	120	81	3645.0000	36	3	x^0*y^0+x^0*y^2+x^24*y^0+x^24*y^2	x^0*y^0+x^0*y^1+x^12*y^0+x^12*y^1	8	css		
192	120	76	3610.0000	12	8	x^0*y^0+x^0*y^2+x^6*y^0+x^6*y^2		4	css		
224	120	82	3602.1429	56	2	x^0*y^0+x^0*y^1+x^4*y^0+x^4*y^1		4	css		
232	120	83	3563.2759	4	29	x^0*y^0+x^0*y^24+x^2*y^0+x^2*y^24		4	css		
220	120	80	3490.9091	55	2	x^0*y^0+x^0*y^1+x^40*y^0+x^40*y^1		4	css		
228	120	81	3453.1579	57	2	x^0*y^0+x^0*y^1+x^18*y^0+x^18*y^1		4	css		
240	120	83	3444.5000	20	6	x^0*y^0+x^0*y^2+x^5*y^0+x^5*y^2	x^0*y^0+x^0*y^4+x^10*y^0+x^10*y^4	8	css		
342	118	112	4328.0468	57	3	x^0*y^0+x^0*y^2+x^10*y^0+x^10*y^2	x^0*y^0+x^0*y^1+x^20*y^0+x^20*y^1	8	css		
232	118	81	3337.0603	58	2	x^0*y^0+x^0*y^1+x^31*y^0+x^31*y^1		4	css		
336	116	110	4177.3810	3	56	x^0*y^0+x^0*y^55+x^1*y^0+x^1*y^55	x^0*y^0+x^0*y^54+x^2*y^0+x^2*y^54	8	css		
324	116	107	4099.0247	54	3	x^0*y^0+x^0*y^1+x^52*y^0+x^52*y^1	x^0*y^0+x^0*y^2+x^50*y^0+x^50*y^2	8	css		
228	116	80	3256.1404	2	57	x^0*y^0+x^0*y^43+x^1*y^0+x^1*y^43		4	css		
224	116	78	3150.6429	56	2	x^0*y^0+x^0*y^1+x^26*y^0+x^26*y^1		4	css		
330	114	107	3955.1091	55	3	x^0*y^0+x^0*y^1+x^23*y^0+x^23*y^1	x^0*y^0+x^0*y^2+x^46*y^0+x^46*y^2	8	css		
306	114	99	3651.3529	17	9	x^0*y^0+x^0*y^6+x^16*y^0+x^16*y^6	x^0*y^0+x^0*y^3+x^15*y^0+x^15*y^3	8	css		
152	114	68	3468.0000	38	2	x^0*y^0+x^0*y^1+x^19*y^0+x^19*y^1		4	css		
224	114	79	3176.2232	56	2	x^0*y^0+x^0*y^1+x^13*y^0+x^13*y^1		4	css		
216	114	74	2890.1111	6	18	x^0*y^0+x^0*y^13+x^3*y^0+x^3*y^13		4	css		
252	112	106	4993.7778	42	3	x^0*y^0+x^0*y^1+x^0*y^2	x^0*y^0+x^14*y^0+x^28*y^0	6	css		
324	112	105	3811.1111	54	3	x^0*y^0+x^0*y^1+x^31*y^0+x^31*y^1	x^0*y^0+x^0*y^2+x^8*y^0+x^8*y^2	8	css		
312	112	101	3661.8974	26	6	x^0*y^0+x^0*y^2+x^7*y^0+x^7*y^2	x^0*y^0+x^0*y^4+x^14*y^0+x^14*y^4	8	css		
352	112	107	3642.8636	11	16	x^0*y^0+x^0*y^12+x^3*y^0+x^3*y^12	x^0*y^0+x^0*y^8+x^6*y^0+x^6*y^8	8	css		
288	112	93	3363.5000	48	3	x^0*y^0+x^0*y^2+x^44*y^0+x^44*y^2	x^0*y^0+x^0*y^1+x^40*y^0+x^40*y^1	8	css		
168	112	71	3360.6667	42	2	x^0*y^0+x^0*y^1+x^28*y^0+x^28*y^1		4	css		
220	112	79	3177.2364	2	55	x^0*y^0+x^0*y^48+x^1*y^0+x^1*y^48		4	css		
280	112	89	3168.4000	35	4	x^0*y^0+x^0*y^1+x^7*y^0+x^7*y^1	x^0*y^0+x^0*y^2+x^14*y^0+x^14*y^2	8	css		
256	112	85	3160.9375	4	32	x^0*y^0+x^0*y^24+x^3*y^0+x^3*y^24	x^0*y^0+x^0*y^16+x^2*y^0+x^2*y^16	8	css		
216	112	78	3154.6667	4	27	x^0*y^0+x^0*y^25+x^2*y^0+x^2*y^25		4	css		
208	112	75	3028.8462	26	4	x^0*y^0+x^0*y^2+x^20*y^0+x^20*y^2		4	css		
192	112	72	3024.0000	16	6	x^0*y^0+x^0*y^1+x^8*y^0+x^8*y^1		4	css		
240	112	80	2986.6667	12	10	x^0*y^0+x^0*y^2+x^8*y^0+x^8*y^2	x^0*y^0+x^0*y^4+x^4*y^0+x^4*y^4	8	css		
196	112	72	2962.2857	2	49	x^0*y^0+x^0*y^42+x^1*y^0+x^1*y^42		4	css		
318	110	103	3669.7799	53	3	x^0*y^0+x^0*y^1+x^7*y^0+x^7*y^1	x^0*y^0+x^0*y^2+x^14*y^0+x^14*y^2	8	css		
350	110	103	3334.2571	5	35	x^0*y^0+x^0*y^10+x^4*y^0+x^4*y^10	x^0*y^0+x^0*y^20+x^3*y^0+x^3*y^20	8	css		
320	110	98	3301.3750	40	4	x^0*y^0+x^0*y^1+x^5*y^0+x^5*y^1	x^0*y^0+x^0*y^2+x^10*y^0+x^10*y^2	8	css		
360	110	103	3241.6389	30	6	x^0*y^0+x^0*y^5+x^25*y^0+x^25*y^5	x^0*y^0+x^0*y^4+x^20*y^0+x^20*y^4	8	css		
198	110	75	3125.0000	3	33	x^0*y^0+x^0*y^22+x^1*y^0+x^1*y^22	x^0*y^0+x^0*y^11+x^2*y^0+x^2*y^11	8	css		
216	110	78	3098.3333	54	2	x^0*y^0+x^0*y^1+x^17*y^0+x^17*y^1		4	css		
176	110	70	3062.5000	44	2	x^0*y^0+x^0*y^1+x^11*y^0+x^11*y^1		4	css		
270	110	86	3013.1852	15	9	x^0*y^0+x^0*y^2+x^10*y^0+x^10*y^2	x^0*y^0+x^0*y^4+x^5*y^0+x^5*y^4	8	css		
200	110	73	2930.9500	50	2	x^0*y^0+x^0*y^1+x^5*y^0+x^5*y^1		4	css		
300	108	100	3600.0000	25	6	x^0*y^0+x^0*y^4+x^9*y^0+x^9*y^4	x^0*y^0+x^0*y^2+x^18*y^0+x^18*y^2	8	css		
